run_id,seed,accuracy,precision,recall,f1_score,auroc,loss,tp,tn,fp,fn
2,44,0.4001654259718776,0.2958984375,0.986328125,0.4552283585071563,0.8171126246452332,0.8688203554788436,1515.0,904.0,3605.0,21.0
3,45,0.5172870140612076,0.3427400887012481,0.98046875,0.507925808429718,0.8687583208084106,0.7051338727263206,1506.0,1621.0,2888.0,30.0
4,46,0.7235732009925558,0.4761230945587158,0.8763020634651184,0.6170066595077515,0.8605852127075195,0.5186576778579094,1346.0,3028.0,1481.0,190.0
5,47,0.6029776674937966,0.3865546286106109,0.9583333134651184,0.5508981943130493,0.8661540746688843,0.6282424420734591,1472.0,2173.0,2336.0,64.0
6,48,0.5832919768403639,0.370827853679657,0.9186198115348816,0.5283654928207397,0.8391110897064209,0.8052351630700335,1411.0,2115.0,2394.0,125.0
